Project Code,Title,Commitment in U.A,Country,Starting Date,Status,Source of Financing,Sector,Sovereign
P-UG-AA0-007,Meat Production Masterplan Study,"421,721.19",Uganda,10 Jul 1993,Completion,,Agriculture and Rural Development,Sovereign
P-UG-BAA-001,Lake Katwe Salt Study II,"435,762.33",Uganda,10 Jul 1993,Completion,,"Industry, Minning & Quarrying",Sovereign
P-BF-AB0-008,ETUDE REHAB. INFRAS. HYDRAULIQUE LERY,"658,998.67",Burkina Faso,07 Jul 1993,Completion,,Agriculture and Rural Development,Sovereign
P-CF-AA0-001,ETUDE D'UN PLAN DIRECTEUR AGRICOLE,"519,130.36",Central African Republic,25 Jun 1993,Completion,,Agriculture and Rural Development,Sovereign
P-EG-IAZ-001,Egypt - Emergency School Reconstruction Project,"22,431,173.05",Egypt,23 Jun 1993,Completion,,Social,Sovereign
P-ET-K00-002,Ethiopia - Structural Adjustment Programme - Sap I,"63,541,633.04",Ethiopia,23 Jun 1993,Completion,African Development Fund,Multi-Sector,Sovereign
P-KE-E00-001,Kenya - Nakuru Water Supply and Sanitation Study,"782,277.96",Kenya,23 Jun 1993,Completion,,Water Supply & Sanitation,Sovereign
P-KE-IBZ-002,Rehabilitation of Health Facilities,"1,478,890.29",Kenya,23 Jun 1993,Completion,,Social,Sovereign
P-MA-BAA-001,ETUDE D'UN PLAN DE DEVELOPPEMENT MINIER,"1,638,963.81",Morocco,23 Jun 1993,Completion,,"Industry, Minning & Quarrying",Sovereign
P-NA-IAB-001,Namibia - Basic teacher education project,"9,019,433.21",Namibia,23 Jun 1993,Completion,,Social,Sovereign
P-TN-HAA-004,SIXIEME LIGNE DE CREDIT A LA BDET,"58,960,353.19",Tunisia,23 Jun 1993,Completion,African Development Bank,Finance,Sovereign
P-TZ-IAE-002,Employment and Technical Education Study,"626,252.39","Tanzania, United Republic of",23 Jun 1993,Completion,,Social,Sovereign
,,,,,,,,
P-Z1-F00-019,Electric.Energy&Transmis.Invest.Omvg M.C,"650,405.33",Multinational,23 Jun 1993,Completion,African Development Fund,Power,Sovereign
P-TZ-EA0-005,Tanzania - Rehabilition  Study of Dar-Es-Salaam water and sanitation,"519,615.04","Tanzania, United Republic of",21 Jun 1993,Completion,,Water Supply & Sanitation,Sovereign
P-MZ-GB0-004,Telecom. Network Feas. Study,"378,716.33",Mozambique,02 Jun 1993,Completion,,Communications,Sovereign
P-ZM-AA0-002,Study On Agricultural Credit,"382,395.14",Zambia,19 May 1993,Completion,,Agriculture and Rural Development,Sovereign
P-ZM-KZ0-002,Zambia - Institutional Support Project,"690,686.95",Zambia,19 May 1993,Completion,,Multi-Sector,Sovereign
P-MZ-AA0-022,Buzico Sugar Study,"644,077.40",Mozambique,12 May 1993,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-SZ-GB0-004,Telecommunications Master Plan Study,"377,020.62",Eswatini,10 May 1993,Completion,,Communications,Sovereign
P-GA-DB0-002,REHABILITATION ET AMENAGEMENT ROUTIERS,"72,287,534.70",Gabon,06 May 1993,Completion,,Transport,Sovereign
P-GA-KB0-001,PROJET DE DEVELOPPEMENT DES PME/PMI,"18,786,953.41",Gabon,06 May 1993,Cancelled,African Development Bank,Multi-Sector,Sovereign
P-MA-HAA-008,"Sixth Line of Credit to the BNDE
","43,406,329.90",Morocco,06 May 1993,Completion,African Development Bank,Finance,Non Sovereign
P-ZW-GB0-002,Zimbabwe - Telecommunication II,"26,378,370.12",Zimbabwe,06 May 1993,Completion,,Communications,Sovereign
P-BI-DB0-008,"ETUDE RTE GITEGA-MUYINGA,GITEGA-NGOZI","1,126,840.11",Burundi,05 May 1993,Completion,,Transport,Sovereign
P-GQ-DB0-001,Equatorial Guinea - The Bioko Island (Malabo-luba) Road Rehabilitation and Maintenance Project,"5,729,593.20",Equatorial Guinea,05 May 1993,Completion,,Transport,Sovereign
P-KE-FA0-001,Rural Electrification Study,"708,221.95",Kenya,05 May 1993,Completion,,Power,Sovereign
P-ML-I00-002,Mali - Basic Education Support Project,"4,984,717.67",Mali,05 May 1993,Completion,,Social,Sovereign
P-TD-IBA-001,RENFORCEMENT SOINS DE SANTE PRIMAIRES,"8,255,387.28",Chad,05 May 1993,Completion,,Social,Sovereign
P-ZW-DB0-001,Zimbabwe - Rural Road Study,"205,091.75",Zimbabwe,05 May 1993,Cancelled,,Transport,Sovereign
P-UG-AA0-006,Kakira Sugar Rehabilitation Study,"362,460.72",Uganda,27 Apr 1993,Completion,,Agriculture and Rural Development,Sovereign
P-GN-B00-004,PRET A LA SOCIETE DES GRANDS MOULINS,"1,280,898.00",Guinea,08 Mar 1993,Completion,African Development Bank,"Industry, Minning & Quarrying",Non Sovereign
P-ML-DB0-005,Mali - Bamako Expressway Construction Project,"11,847,163.60",Mali,04 Mar 1993,Completion,,Transport,Sovereign
,,,,,,,,
P-BI-B00-002,ETUDE OR DE BUTIHINDA,"1,076,317.90",Burundi,03 Mar 1993,Completion,,"Industry, Minning & Quarrying",Sovereign
P-TN-FAD-004,ELECTRIFICATION RURALE (ELECTRICITE V),"29,853,880.80",Tunisia,03 Mar 1993,Completion,,Power,Sovereign
P-Z1-FA0-001,ETUDE ELEC. REGIONALE BURUNDI/TANZANIE,"186,873.94",Multinational,02 Mar 1993,Completion,,Power,Sovereign
P-SD-BZ0-001,Industrial Sector Rehabilitation Study,"298,550.54",Sudan,04 Feb 1993,Completion,,"Industry, Minning & Quarrying",Sovereign
P-EG-DD0-002,Two Canals Studies,"1,463,096.01",Egypt,06 Jan 1993,Completion,,Transport,Sovereign
P-EG-FAA-010,Egypt - Solar Heat and Conservation Energy Study,"1,513,642.84",Egypt,06 Jan 1993,Completion,,Power,Sovereign
P-RW-DB0-006,ROUTE NTENDEZI-MASHYUZA,"4,007,429.69",Rwanda,06 Jan 1993,Cancelled,,Transport,Sovereign
P-SN-IC0-001,ETUDE DANS LE SECTEUR DE LA POPULATION,"509,758.22",Senegal,06 Jan 1993,Cancelled,,Social,Sovereign
P-EG-AAG-001,Egypt - Rehabilitation of Agricultural Drainage Systems Project,"19,215,156.56",Egypt,15 Dec 1992,Completion,,Agriculture and Rural Development,Sovereign
P-GQ-K00-001,Equatorial Guinea - Institutional Support Project to the Ministry of Planning and Economic Development,"807,403.72",Equatorial Guinea,15 Dec 1992,Completion,,Multi-Sector,Sovereign
P-LS-FAB-001,Muela Hydro-Power Project (Adb/Adf/Taf),"505,997.63",Lesotho,15 Dec 1992,Cancelled,African Development Fund,Power,Sovereign
P-ML-K00-003,Mali - Structural Adjustment Programme (SAP),"5,526,063.07",Mali,15 Dec 1992,Completion,African Development Fund,Multi-Sector,Sovereign
P-TZ-DC0-001,Tanzania Railways Corp. Rehabilitation,"14,952,048.78","Tanzania, United Republic of",15 Dec 1992,Completion,,Transport,Sovereign
P-Z1-D00-007,Multinational Guinea/Mali - Kankan-Kouremale-Bamako Road Project Study,"1,700,323.46",Multinational,15 Dec 1992,Completion,African Development Fund,Transport,Sovereign
P-ZM-I00-001,Poverty Alleviation Project,"359,156.57",Zambia,15 Dec 1992,Cancelled,,Social,Sovereign
P-ZW-EA0-003,Zimbabwe - Harare Water Supply Study,"1,003,232.06",Zimbabwe,15 Dec 1992,Completion,,Water Supply & Sanitation,Sovereign
P-DJ-IA0-001,Djibouti - Education II Project,"10,524,981.80",Djibouti,14 Dec 1992,Completion,,Social,Sovereign
P-ET-FA0-002,North Eth. Power Transmission Project,"46,827,971.40",Ethiopia,14 Dec 1992,Completion,,Power,Sovereign
P-MA-DA0-001,Morocco - Morocco Airport Rehabilitation Project,"43,288,673.65",Morocco,14 Dec 1992,Completion,,Transport,Sovereign
P-TN-AAC-003,Tunisia - Barbara Dam Project,"30,200,000.00",Tunisia,14 Dec 1992,Completion,,Agriculture and Rural Development,Sovereign
,,,,,,,,
P-MW-AA0-014,Lower Shire Valley Irrigation Study,"675,214.99",Malawi,12 Dec 1992,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-ET-AAC-005,Amibara Drainage II Study,"362,730.83",Ethiopia,11 Dec 1992,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-BI-AAF-002,DEV. L'ACQUACULTURE & PECHE ARTISANALE,"1,384,501.55",Burundi,01 Dec 1992,Completion,,Agriculture and Rural Development,Sovereign
P-BI-DB0-006,PROJET CONST. ROUTE MAKEBUKO-RUYIGI,"7,047,028.27",Burundi,01 Dec 1992,Completion,,Transport,Sovereign
P-EG-AAC-002,Drainage Water Irrigation Study,"1,859,235.37",Egypt,01 Dec 1992,Completion,,Agriculture and Rural Development,Sovereign
P-ET-GB0-002,Ethiopia - Telecommunications II Project,"30,082,680.59",Ethiopia,01 Dec 1992,Completion,African Development Bank,Communications,Sovereign
P-GA-IAZ-002,AMELIO. QLTE L'EDU. II,"6,362,380.42",Gabon,01 Dec 1992,Cancelled,,Social,Sovereign
P-GN-AAF-003,ETUDE D'1 SCHEMA DIR. CREVETTICULTURE,"846,981.19",Guinea,01 Dec 1992,Completion,,Agriculture and Rural Development,Sovereign
P-LS-D00-004,Oxbow-Mokhotlong Road (Supplementary),"2,854,613.21",Lesotho,01 Dec 1992,Completion,,Transport,Sovereign
P-MZ-D00-002,Mozambique- Transport Programme Project,"20,612,408.23",Mozambique,01 Dec 1992,Completion,,Transport,Sovereign
P-TN-AAZ-003,DEUXIEME LIGNE DE CREDIT A LA B.N.A,"49,999,468.70",Tunisia,01 Dec 1992,Completion,,Agriculture and Rural Development,Sovereign
P-MW-B00-003,Mulanje Bauxite Feasibility/Pilot Study,"636,929.14",Malawi,25 Nov 1992,Completion,,"Industry, Minning & Quarrying",Sovereign
P-RW-B00-001,Rwanda - Feasibility study for a lime and/or crushed travertine production project,"350,160.56",Rwanda,24 Nov 1992,Completion,,"Industry, Minning & Quarrying",Sovereign
P-DJ-EBD-001,Djibouti - Solid Waste Study,"500,943.04",Djibouti,04 Nov 1992,Cancelled,,Water Supply & Sanitation,Sovereign
P-NG-BB0-001,Spintex Mills Ltd,"3,079,279.44",Nigeria,30 Oct 1992,Completion,African Development Bank,"Industry, Minning & Quarrying",Non Sovereign
P-SN-C00-001,ETUD.D'IMPACT CANAL CAYOR SUR L'ENVIRON.,"1,569,849.03",Senegal,30 Oct 1992,Completion,,Environment,Sovereign
P-MW-AAD-001,Malawi - Lilongwe Forestry Project,"3,644,131.25",Malawi,29 Oct 1992,Completion,,Agriculture and Rural Development,Sovereign
P-MW-I00-001,Malawi - Women in Development (WID) Project,"4,996,859.38",Malawi,29 Oct 1992,Completion,,Social,Sovereign
P-MZ-IE0-001,Social Dimensions of Adjustment Project,"55,955,902.83",Mozambique,29 Oct 1992,Completion,African Development Fund,Social,Sovereign
P-NA-D00-001,Study of The Trans-CapriVI Highway,"974,277.64",Namibia,29 Oct 1992,Completion,,Transport,Sovereign
,,,,,,,,
P-NG-IB0-001,Nigeria - Multi-State Health Services Rehabilitation Project I,"48,174,350.22",Nigeria,29 Oct 1992,Completion,African Development Fund,Social,Sovereign
P-TZ-DB0-006,Three Roads Studies,"2,198,357.43","Tanzania, United Republic of",29 Oct 1992,Completion,,Transport,Sovereign
P-BI-AA0-002,ET. PLAN DIRECT. PROJ. DEV. LEV. IMBO,"475,910.31",Burundi,11 Oct 1992,Completion,,Agriculture and Rural Development,Sovereign
P-ET-EA0-004,Ethiopia - Addis Ababa Water and Sanitation Stage III Study,"5,439,308.94",Ethiopia,02 Oct 1992,Completion,,Water Supply & Sanitation,Sovereign
P-GA-BC0-001,ETUDE PLAN DIR. DEV. TOURISTIQUE,"675,545.00",Gabon,02 Oct 1992,Completion,,"Industry, Minning & Quarrying",Sovereign
P-NG-EA0-007,Nigeria - First Multi State Water Supply Project,"129,030,911.08",Nigeria,02 Oct 1992,Completion,,Water Supply & Sanitation,Sovereign
P-SL-AB0-002,Structural Adjustment Programme,"18,421,040.00",Sierra Leone,02 Oct 1992,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-SL-KA0-002,Sierra Leone - Structural Adjustment and Social Action Programme,"5,244,000.55",Sierra Leone,02 Oct 1992,Completion,African Development Fund,Multi-Sector,Sovereign
P-Z1-AA0-023,Study on Floating Weeds Control Programs in ECOWAS Member States,"1,051,113.00",Multinational,02 Oct 1992,Cancelled,,Agriculture and Rural Development,Sovereign
P-Z1-FAC-002,Multinational - Ethiopia-Sudan Power System Interconnexion Study,"546,126.25",Multinational,02 Oct 1992,Completion,,Power,Sovereign
P-CI-IA0-001,Côte d'Ivoire - Education IV Project,"49,531,268.91",Côte d'Ivoire,01 Oct 1992,Completion,,Social,Sovereign
P-NA-EAC-001,Namibia - Groundwater Investigation Study for Western Owambo and Kaokoland,"761,134.81",Namibia,26 Aug 1992,Completion,,Water Supply & Sanitation,Sovereign
P-SZ-D00-002,Swaziland - Transport Sector Project,"49,153,400.48",Eswatini,26 Aug 1992,Completion,,Transport,Sovereign
P-BI-IAZ-002,EDUCATION II,"1,208,102.28",Burundi,24 Aug 1992,Cancelled,,Social,Sovereign
P-GH-DB0-002,Achimota Anyinam Road Study,"564,120.70",Ghana,24 Aug 1992,Cancelled,,Transport,Sovereign
P-GM-IA0-001,Gambia - Education II Project - Strengthening the Quality and Efficacity of Gambia College,"3,937,593.46",Gambia,24 Aug 1992,Completion,,Social,Sovereign
P-MA-IBA-001,Rural Primary Health Care Strengthening Project (PRSSB),"23,233,551.96",Morocco,24 Aug 1992,Completion,,Social,Sovereign
P-MG-C00-001,Madagascar - Environmental Programme  - Phase I,"11,050,000.00",Madagascar,24 Aug 1992,Completion,,Environment,Sovereign
P-SD-DB0-004,Three Roads Study,"2,782,023.36",Sudan,24 Aug 1992,Completion,,Transport,Sovereign
P-TG-KA0-001,2Þ PROG. AJUST. STRUCTUREL,"11,513,150.00",Togo,24 Aug 1992,Completion,African Development Fund,Multi-Sector,Sovereign
,,,,,,,,
P-UG-DB0-002,Main Road Upgrading Project (Gayaza-Kalagi),"10,353,744.42",Uganda,24 Aug 1992,Completion,,Transport,Sovereign
P-Z1-I00-004,Institutional  Support for University Senghor project,"866,132.49",Multinational,24 Aug 1992,Completion,African Development Fund,Social,Sovereign
P-ZM-AA0-001,Zambia - Agriculture Marketing Processing and Infrastructure Project,"9,185,347.47",Zambia,24 Aug 1992,Completion,,Agriculture and Rural Development,Sovereign
P-ZM-IA0-001,Zambia - Education II Project,"13,724,848.76",Zambia,24 Aug 1992,Completion,,Social,Sovereign
P-DZ-K00-002,Algeria - Foreign Trade Adjustment Program,"147,019,543.15",Algeria,24 Jun 1992,Completion,African Development Bank,Multi-Sector,Sovereign
P-ET-DB0-006,Chida-Sodo Road Project,"20,763,520.24",Ethiopia,24 Jun 1992,Completion,,Transport,Sovereign
P-GN-F00-001,PROJET ELECTRICITE I,"11,338,823.99",Guinea,24 Jun 1992,Completion,,Power,Sovereign
P-KE-AAE-001,Livestock Project,"1,963,237.07",Kenya,24 Jun 1992,Completion,,Agriculture and Rural Development,Sovereign
P-LS-B00-001,Wool and Mohair,"2,075,834.93",Lesotho,24 Jun 1992,Completion,Nigerian Trust Fund,"Industry, Minning & Quarrying",Sovereign
P-LS-B00-002,Ceramic project,"8,023,064.22",Lesotho,24 Jun 1992,Completion,,"Industry, Minning & Quarrying",Sovereign
P-LS-IB0-001,Lesotho - Rural Health Services Project (RIISP) IV,"11,043,268.65",Lesotho,24 Jun 1992,Completion,,Social,Sovereign
P-TZ-GB0-002,Tanzania - Telecommunications II Project,"28,122,917.06","Tanzania, United Republic of",24 Jun 1992,Completion,,Communications,Sovereign
P-BF-KA0-002,Burkina Faso - Social Dimensions of Adjustment Institutional Support Project,"671,651.74",Burkina Faso,27 May 1992,Completion,,Multi-Sector,Sovereign
P-BF-AB0-002,Burkina Faso - Piela-Bilanga Rural Development Project,"9,857,448.41",Burkina Faso,25 May 1992,Completion,,Agriculture and Rural Development,Sovereign
P-BJ-KA0-003,"Benin - Institutional Support Project for the Ministries of Finance, Planning and Economic Restructuring","3,591,925.51",Benin,25 May 1992,Completion,,Multi-Sector,Sovereign
P-EG-BZ0-001,Institutionnel  Support to The Egyptian Organization for Standards and Quality (EOS) and to the National Institute of Standards (NIS),"1,541,775.90",Egypt,25 May 1992,Completion,,"Industry, Minning & Quarrying",Sovereign
P-GH-AA0-006,Ghana - Small Scale Irrigation Study,"1,778,584.83",Ghana,25 May 1992,Completion,,Agriculture and Rural Development,Sovereign
P-MG-AAG-003,ETUDE PRODUCTION D'ENGRAIS,"5,619,792.21",Madagascar,25 May 1992,Cancelled,,Agriculture and Rural Development,Sovereign
P-ML-A00-002,Mali - Mali South II Rural Development Project,"7,357,754.32",Mali,25 May 1992,Completion,,Agriculture and Rural Development,Sovereign
P-NA-DB0-001,First Road Project (Trans-Kalahari),"3,467,752.32",Namibia,25 May 1992,Completion,,Transport,Sovereign
,,,,,,,,
P-TZ-HAZ-001,Financial Sector Adjustment Programme,"27,457,415.99","Tanzania, United Republic of",25 May 1992,Completion,African Development Fund,Finance,Sovereign
P-Z1-AA0-024,BARRAGE DE DIAMA (OMVS),"9,581,173.01",Multinational,25 May 1992,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-BJ-DB0-001,Benin- Cotonou Access and Crossing Project,"11,710,341.62",Benin,21 Apr 1992,Completion,,Transport,Sovereign
P-CI-IC0-001,PROGR. AJUST. SECT. RESSOURCES HUMAINES,"57,367,517.72",Côte d'Ivoire,21 Apr 1992,Completion,African Development Bank,Social,Sovereign
P-ET-IAE-001,"Basic education, technical and vocational training project","4,528,641.06",Ethiopia,21 Apr 1992,Completion,,Social,Sovereign
P-ET-KE0-001,Emergency Recovery and Reconstruction,"86,620,866.63",Ethiopia,21 Apr 1992,Completion,,Multi-Sector,Sovereign
P-GA-AAE-001,ETUDE FAISAB. ELEV. DANS LE NORD,"476,756.80",Gabon,21 Apr 1992,Completion,,Agriculture and Rural Development,Sovereign
P-GQ-K00-002,PROG. AJUST. STRUCT. 1991-1994 PHASE II,"8,240,652.85",Equatorial Guinea,21 Apr 1992,Completion,African Development Fund,Multi-Sector,Sovereign
P-MW-E00-001,Malawi - Blantyre water supply phase vii and sanitation master plan study,"7,199,677.21",Malawi,21 Apr 1992,Completion,,Water Supply & Sanitation,Sovereign
P-MW-EB0-002,Malawi - Sanitation Master Plan Study (Grant),"677,453.69",Malawi,21 Apr 1992,Completion,African Development Fund,Water Supply & Sanitation,Sovereign
P-NG-AA0-009,Institutional Support to the Nigerian Agricultural and Cooperative Bank (NACB),"3,083,907.14",Nigeria,21 Apr 1992,Completion,,Agriculture and Rural Development,Sovereign
P-DZ-DB0-002,Algeria - Road Reinforcement and Maintenance Project,"15,287,566.51",Algeria,25 Mar 1992,Completion,,Transport,Sovereign
P-CI-KZ0-001,PROG. AJUST. SECT. FINANCIER,"49,999,517.26",Côte d'Ivoire,23 Mar 1992,Completion,African Development Bank,Multi-Sector,Sovereign
P-MA-EA0-002,Morocco – Fifth Drinking Water Supply Project,"2,684,950.74",Morocco,23 Mar 1992,Completion,,Water Supply & Sanitation,Sovereign
P-MA-EAZ-001,Morocco – Fifth Drinking Water Supply Project,"47,910,851.97",Morocco,23 Mar 1992,Completion,,Water Supply & Sanitation,Sovereign
P-MR-IBA-001,Mauritania - Project for Strengthening of Primary Health Care Services,"6,913,778.36",Mauritania,23 Mar 1992,Completion,,Social,Sovereign
P-MZ-AA0-001,Mozambique - Women Green Zones Development  Project in Maputo,"7,327,840.88",Mozambique,23 Mar 1992,Completion,,Agriculture and Rural Development,Sovereign
P-MZ-IA0-004,Mozambique - Education II Project,"13,838,454.32",Mozambique,23 Mar 1992,Completion,African Development Fund,Social,Sovereign
P-NG-A00-001,Agro-Climat.&Ecological Zones Study For,"781,891.79",Nigeria,23 Mar 1992,Completion,,Agriculture and Rural Development,Sovereign
P-Z1-AAE-001,Operations of The Onchocerciasis Control,"1,440,016.40",Multinational,01 Mar 1992,Completion,,Agriculture and Rural Development,Sovereign
,,,,,,,,
P-CF-IA0-001,RENF. ENSEI. SCIE. TECH. & PROF. PROJ. E,"27,910.45",Central African Republic,26 Feb 1992,Cancelled,,Social,Sovereign
P-ET-DA0-005,Addis Ababa Inter. Airpr Infr. Study,"1,963,831.26",Ethiopia,26 Feb 1992,Completion,African Development Fund,Transport,Sovereign
P-GA-AA0-001,PROGRAMME HEVEICOLE II,"36,874,939.10",Gabon,26 Feb 1992,Completion,,Agriculture and Rural Development,Sovereign
P-NA-BC0-001,Trade Policy Reform Study,"771,105.39",Namibia,26 Feb 1992,Completion,,"Industry, Minning & Quarrying",Sovereign
P-SD-FAA-001,Khartoum North Power Station Study,"623,005.20",Sudan,26 Feb 1992,Completion,,Power,Sovereign
P-TZ-KD0-001,Export Processing Zone Study,"481,555.38","Tanzania, United Republic of",26 Feb 1992,Completion,,Multi-Sector,Sovereign
P-EG-KA0-001,Instit. Sup for Minist of Intern. Cooper,"2,302,630.00",Egypt,27 Jan 1992,Completion,African Development Fund,Multi-Sector,Sovereign
P-GM-IB0-001,Gambia - Rehabilitation of Health Training Facilities Project,"6,160,171.77",Gambia,27 Jan 1992,Completion,,Social,Sovereign
P-MA-HAZ-001,PROG. AJUST. SECT. FINANCIER (I),"75,000,000.00",Morocco,27 Jan 1992,Completion,African Development Bank,Finance,Sovereign
P-SD-AAZ-002,Agriculture Rehabilitation Programme - Phase II,"25,690,912.80",Sudan,27 Jan 1992,Completion,,Agriculture and Rural Development,Sovereign
P-TN-HAA-010,QUATRIEME LIGNE DE CREDIT A LA BNDT,"119,999,773.09",Tunisia,27 Jan 1992,Completion,African Development Bank,Finance,Sovereign
P-TZ-AAE-001,Tanzania - Livestock Marketing Project,"8,563,641.30","Tanzania, United Republic of",27 Jan 1992,Completion,,Agriculture and Rural Development,Sovereign
P-BF-IBD-002,Burkina Faso - Project for the Renovation of the Dori and Djibo Health Facilities,"8,098,963.90",Burkina Faso,16 Dec 1991,Completion,,Social,Sovereign
P-CF-I00-001,DIMENSIONS SOCIALES DE L'AJUSTEMENT,"1,674,404.81",Central African Republic,16 Dec 1991,Cancelled,,Social,Sovereign
P-CF-K00-001,PROG. AJUST. STRUCTUREL - PHASE III,"13,815,780.00",Central African Republic,16 Dec 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-CI-AB0-001,PROJET DE DEVELOPPEMENT RURAL DANS LA REGION  FORESTIERE OUEST,"46,059,034.41",Côte d'Ivoire,16 Dec 1991,Cancelled,,Agriculture and Rural Development,Sovereign
P-GH-IB0-002,Ghana - Health Services Rehabilitation Project II,"12,146,927.34",Ghana,16 Dec 1991,Completion,,Social,Sovereign
P-KE-IA0-001,"Kenya - Quality Improvement of Primary Teacher, Secondary Science, and Technical Education Project (Education II Project)","127,440.50",Kenya,16 Dec 1991,Completion,,Social,Sovereign
P-ML-IB0-002,Mali - Project for the Rehabilitation of Four Rural Health Facilities,"9,630,787.65",Mali,16 Dec 1991,Completion,,Social,Sovereign
P-SD-K00-001,Institutionnal Strenghning of Ministry of Finance and Planning,"2,718,222.85",Sudan,16 Dec 1991,Completion,,Multi-Sector,Sovereign
,,,,,,,,
P-SN-BZ0-001,PROJET DE SOUTIEN A LA PROMOTION DES PME,"100,000,000.00",Senegal,16 Dec 1991,Completion,,"Industry, Minning & Quarrying",Sovereign
P-SZ-AA0-001,Agriculture Line of Credit  to Swaziland Development and Savings Bank (SDSB),"3,004,443.18",Eswatini,16 Dec 1991,Completion,African Development Bank,Agriculture and Rural Development,Non Sovereign
P-TD-FA0-001,ETUDE PLAN DIR. SOUS-SECTEUR ELECTRICITE,"940,153.21",Chad,16 Dec 1991,Completion,,Power,Sovereign
P-TG-IA0-001,Togo - Education and Vocational Training Development Project (Education II),"10,903,042.07",Togo,16 Dec 1991,Completion,,Social,Sovereign
P-TZ-FA0-002,Tanzania - Electricity IV Project,"25,514,643.83","Tanzania, United Republic of",16 Dec 1991,Completion,,Power,Sovereign
P-TZ-EA0-004,Tanzania - Zanzibar Rural Water Supply Project,"3,292,712.68","Tanzania, United Republic of",16 Dec 1991,Completion,,Water Supply & Sanitation,Sovereign
P-UG-K00-001,Structural Adjustment Programme (I),"23,026,299.92",Uganda,16 Dec 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-Z1-KE0-001,ETUDES PONT FLEUVE GAMBIE SCHEMA DIRECT.,"3,176,399.40",Multinational,16 Dec 1991,Completion,,Multi-Sector,Sovereign
P-ZW-KZ0-001,Esap- Social Dimensions of Adjustment,"129,605,259.99",Zimbabwe,16 Dec 1991,Completion,African Development Bank,Multi-Sector,Sovereign
P-TD-AA0-009,PROJET SECURITE ALIMENTAIRE NORD GUERA,"7,950,000.00",Chad,11 Dec 1991,Completion,,Agriculture and Rural Development,Sovereign
P-TG-IB0-001,RENFORCEMENT PHARMACIE CENTRALE,"5,739,294.57",Togo,27 Nov 1991,Completion,,Social,Sovereign
P-BI-AAD-001,Burundi - Bukirasasazi Forest Project,"3,268,584.48",Burundi,25 Nov 1991,Completion,,Agriculture and Rural Development,Sovereign
P-BJ-KA0-002,PROGRAMME D'AJUSTEMENT STRUCTUREL II,"13,815,780.00",Benin,25 Nov 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-BW-D00-001,Trans-Kgalagadi Road Project,"28,569,157.07",Botswana,25 Nov 1991,Completion,,Transport,Sovereign
P-DJ-DB0-002,ETUDE D'ENTRETIEN ROUTIER,"1,380,674.25",Djibouti,25 Nov 1991,Completion,,Transport,Sovereign
P-GH-KB0-001,Private Sector Adjustment Loan,"18,421,040.00",Ghana,25 Nov 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-ML-EA0-001,Mali - Hydro-agricultural and Selingue dam study,"1,289,788.59",Mali,25 Nov 1991,Completion,,Water Supply & Sanitation,Sovereign
P-MU-IA0-001,Education I,"2,307,117.48",Mauritius,25 Nov 1991,Completion,,Social,Sovereign
P-MW-D00-001,Malawi - Mchingi-Msulira-Nkhotakota Road Project (Msulira-Nkhotakota section),"12,058,498.24",Malawi,25 Nov 1991,Completion,,Transport,Sovereign
P-SC-IA0-002,Seychelles - Education III Project,"11,869,398.89",Seychelles,25 Nov 1991,Completion,,Social,Sovereign
,,,,,,,,
P-SL-AA0-004,Agricultural Credit (Bumbuna),"7,559,053.09",Sierra Leone,25 Nov 1991,Completion,African Development Fund,Agriculture and Rural Development,Non Sovereign
P-SL-AA0-005,Institut.Support to Ndb Agric.Sector,"274,320.13",Sierra Leone,25 Nov 1991,Cancelled,African Development Fund,Agriculture and Rural Development,Sovereign
P-BJ-EBC-001,Benin - Sanitation study in Cotonou & Porto-Novo,"1,169,785.23",Benin,30 Oct 1991,Completion,,Water Supply & Sanitation,Sovereign
P-GM-D00-004,Gambia - Institutional Support to Ministry of Works and Communications (MWC) and Essau - Farafenni Road Study,"2,755,830.90",Gambia,30 Oct 1991,Completion,,Transport,Sovereign
P-MW-B00-006,Entrepre & Capital Mkt Adjust. Program,"9,210,520.00",Malawi,30 Oct 1991,Completion,African Development Fund,"Industry, Minning & Quarrying",Sovereign
P-MZ-HA0-001,Mozambique - Institutional Support Project to Banco Poprrlar de Desenvolvimento (BPD),"2,148,936.03",Mozambique,30 Oct 1991,Completion,,Finance,Sovereign
P-NA-AB0-001,Northern Communal Area Rural Development,"594,504.44",Namibia,30 Oct 1991,Completion,,Agriculture and Rural Development,Sovereign
P-UG-DB0-001,Uganda - Rural Feeder Roads Maintenance Programme,"11,237,468.44",Uganda,30 Oct 1991,Completion,,Transport,Sovereign
P-KM-K00-002,PRET D'AJUSTEMENT STRUCTUREL,"7,557,922.90",Comoros,29 Oct 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-MA-HA0-002,LIGNE DE CREDIT A LA B.C.P,"30,000,000.00",Morocco,29 Oct 1991,Completion,African Development Bank,Finance,Sovereign
